66,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1 -1  0 -1]
67,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1 -1  0  0]
68,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1  0 -1 -1]
69,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1  0 -1  0]
70,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1  0  0 -1]
71,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1  0  0  0]
72,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1  0 -1 -1 -1]
73,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1  0 -1 -1  0]
74,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1  0 -1  0 -1]
75,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1  0 -1  0  0]
76,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1  0  0 -1 -1]
77,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1  0  0 -1  0]
78,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1  0  0  0 -1]
79,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1  0  0  0  0]
80,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0 -1  0 -1 -1 -1 -1]
81,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0 -1  0 -1 -1 -1  0]
82,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0 -1  0 -1 -1  0 -1]
83,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0 -1  0 -1 -1  0  0]
84,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0 -1  0 -1  0 -1 -1]
85,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0 -1  0 -1  0 -1  0]
86,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0 -1  0 -1  0  0 -1]
87,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0 -1  0 -1  0  0  0]
88,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0 -1  0  0 -1 -1 -1]
89,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0 -1  0  0 -1 -1  0]
90,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0 -1  0  0 -1  0 -1]
91,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0 -1  0  0 -1  0  0]
92,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0 -1  0  0  0 -1 -1]
93,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0 -1  0  0  0 -1  0]
94,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0 -1  0  0  0  0 -1]
95,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0 -1  0  0  0  0  0]
96,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0  0 -1 -1 -1 -1 -1]
97,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0  0 -1 -1 -1 -1  0]
98,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0  0 -1 -1 -1  0 -1]
99,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0  0 -1 -1 -1  0  0]
100,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0  0 -1 -1  0 -1 -1]
101,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0  0 -1 -1  0 -1  0]
102,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0  0 -1 -1  0  0 -1]
103,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0  0 -1 -1  0  0  0]
104,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0  0 -1  0 -1 -1 -1]
105,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0  0 -1  0 -1 -1  0]
106,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0  0 -1  0 -1  0 -1]
107,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0  0 -1  0 -1  0  0]
108,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0  0 -1  0  0 -1 -1]
109,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0  0 -1  0  0 -1  0]
110,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0  0 -1  0  0  0 -1]
111,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0  0 -1  0  0  0  0]
112,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0  0  0 -1 -1 -1 -1]
113,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0  0  0 -1 -1 -1  0]
114,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0  0  0 -1 -1  0 -1]
115,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0  0  0 -1 -1  0  0]
116,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0  0  0 -1  0 -1 -1]
117,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0  0  0 -1  0 -1  0]
118,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0  0  0 -1  0  0 -1]
119,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0  0  0 -1  0  0  0]
120,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0  0  0  0 -1 -1 -1]
121,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0  0  0  0 -1 -1  0]
122,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0  0  0  0 -1  0 -1]
123,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0  0  0  0 -1  0  0]
124,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0  0  0  0  0 -1 -1]
125,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0  0  0  0  0 -1  0]
126,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0  0  0  0  0  0 -1]
127,[-1 -1 -1 -1 -1 -1 -1 -1 -1  0  0  0  0  0  0  0]
128,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1 -1 -1 -1 -1]
129,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1 -1 -1 -1  0]
130,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1 -1 -1  0 -1]
131,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1 -1 -1  0  0]
132,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1 -1  0 -1 -1]
133,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1 -1  0 -1  0]
134,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1 -1  0  0 -1]
135,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1 -1  0  0  0]
136,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1  0 -1 -1 -1]
137,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1  0 -1 -1  0]
138,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1  0 -1  0 -1]
139,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1  0 -1  0  0]
140,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1  0  0 -1 -1]
141,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1  0  0 -1  0]
142,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1  0  0  0 -1]
143,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1  0  0  0  0]
144,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1  0 -1 -1 -1 -1]
145,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1  0 -1 -1 -1  0]
146,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1  0 -1 -1  0 -1]
147,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1  0 -1 -1  0  0]
148,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1  0 -1  0 -1 -1]
149,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1  0 -1  0  0 -1]
150,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1  0 -1  0  0  0]
151,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1  0  0 -1 -1 -1]
152,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1  0  0 -1 -1  0]
153,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1  0  0 -1  0 -1]
154,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1  0  0 -1  0  0]
155,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1  0  0  0 -1 -1]
156,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1  0  0  0 -1  0]
157,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1  0  0  0  0 -1]
158,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1  0  0  0  0  0]
159,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1  0 -1 -1 -1 -1 -1]
160,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1  0 -1 -1 -1 -1  0]
161,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1  0 -1 -1 -1  0 -1]
162,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1  0 -1 -1 -1  0  0]
163,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1  0 -1 -1  0 -1 -1]
164,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1  0 -1 -1  0 -1  0]
165,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1  0 -1 -1  0  0 -1]
166,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1  0 -1 -1  0  0  0]
167,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1  0 -1  0 -1 -1 -1]
168,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1  0 -1  0 -1 -1  0]
169,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1  0 -1  0 -1  0 -1]
170,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1  0 -1  0 -1  0  0]
171,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1  0 -1  0  0 -1 -1]
172,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1  0 -1  0  0 -1  0]
173,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1  0 -1  0  0  0 -1]
174,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1  0 -1  0  0  0  0]
175,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1  0  0 -1 -1 -1 -1]
176,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1  0  0 -1 -1 -1  0]
177,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1  0  0 -1 -1  0  0]
178,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1  0  0 -1  0  0 -1]
179,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1  0  0 -1  0  0  0]
180,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1  0  0  0 -1 -1 -1]
181,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1  0  0  0 -1 -1  0]
182,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1  0  0  0 -1  0 -1]
183,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1  0  0  0 -1  0  0]
184,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1  0  0  0  0 -1 -1]
185,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1  0  0  0  0 -1  0]
186,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1  0  0  0  0  0 -1]
187,[-1 -1 -1 -1 -1 -1 -1 -1  0 -1  0  0  0  0  0  0]
188,[-1 -1 -1 -1 -1 -1 -1 -1  0  0 -1 -1 -1 -1 -1 -1]
189,[-1 -1 -1 -1 -1 -1 -1 -1  0  0 -1 -1 -1 -1 -1  0]
190,[-1 -1 -1 -1 -1 -1 -1 -1  0  0 -1 -1 -1 -1  0 -1]
191,[-1 -1 -1 -1 -1 -1 -1 -1  0  0 -1 -1 -1 -1  0  0]
192,[-1 -1 -1 -1 -1 -1 -1 -1  0  0 -1 -1 -1  0 -1 -1]
193,[-1 -1 -1 -1 -1 -1 -1 -1  0  0 -1 -1 -1  0 -1  0]
194,[-1 -1 -1 -1 -1 -1 -1 -1  0  0 -1 -1 -1  0  0 -1]
195,[-1 -1 -1 -1 -1 -1 -1 -1  0  0 -1 -1 -1  0  0  0]
196,[-1 -1 -1 -1 -1 -1 -1 -1  0  0 -1 -1  0 -1 -1 -1]
197,[-1 -1 -1 -1 -1 -1 -1 -1  0  0 -1 -1  0 -1 -1  0]
198,[-1 -1 -1 -1 -1 -1 -1 -1  0  0 -1 -1  0 -1  0 -1]
199,[-1 -1 -1 -1 -1 -1 -1 -1  0  0 -1 -1  0 -1  0  0]
200,[-1 -1 -1 -1 -1 -1 -1 -1  0  0 -1 -1  0  0 -1 -1]
201,[-1 -1 -1 -1 -1 -1 -1 -1  0  0 -1 -1  0  0 -1  0]
202,[-1 -1 -1 -1 -1 -1 -1 -1  0  0 -1 -1  0  0  0 -1]
203,[-1 -1 -1 -1 -1 -1 -1 -1  0  0 -1 -1  0  0  0  0]
204,[-1 -1 -1 -1 -1 -1 -1 -1  0  0 -1  0 -1 -1 -1 -1]
205,[-1 -1 -1 -1 -1 -1 -1 -1  0  0 -1  0 -1 -1 -1  0]
206,[-1 -1 -1 -1 -1 -1 -1 -1  0  0 -1  0 -1 -1  0  0]
207,[-1 -1 -1 -1 -1 -1 -1 -1  0  0 -1  0 -1  0 -1 -1]
208,[-1 -1 -1 -1 -1 -1 -1 -1  0  0 -1  0 -1  0 -1  0]
209,[-1 -1 -1 -1 -1 -1 -1 -1  0  0 -1  0 -1  0  0  0]
210,[-1 -1 -1 -1 -1 -1 -1 -1  0  0 -1  0  0 -1 -1 -1]
211,[-1 -1 -1 -1 -1 -1 -1 -1  0  0 -1  0  0 -1 -1  0]
212,[-1 -1 -1 -1 -1 -1 -1 -1  0  0 -1  0  0 -1  0  0]
213,[-1 -1 -1 -1 -1 -1 -1 -1  0  0 -1  0  0  0 -1 -1]
214,[-1 -1 -1 -1 -1 -1 -1 -1  0  0 -1  0  0  0 -1  0]
215,[-1 -1 -1 -1 -1 -1 -1 -1  0  0 -1  0  0  0  0 -1]
216,[-1 -1 -1 -1 -1 -1 -1 -1  0  0 -1  0  0  0  0  0]
217,[-1 -1 -1 -1 -1 -1 -1 -1  0  0  0 -1 -1 -1 -1 -1]
218,[-1 -1 -1 -1 -1 -1 -1 -1  0  0  0 -1 -1 -1 -1  0]
219,[-1 -1 -1 -1 -1 -1 -1 -1  0  0  0 -1 -1 -1  0 -1]
220,[-1 -1 -1 -1 -1 -1 -1 -1  0  0  0 -1 -1 -1  0  0]
221,[-1 -1 -1 -1 -1 -1 -1 -1  0  0  0 -1 -1  0 -1 -1]
222,[-1 -1 -1 -1 -1 -1 -1 -1  0  0  0 -1 -1  0 -1  0]
223,[-1 -1 -1 -1 -1 -1 -1 -1  0  0  0 -1 -1  0  0 -1]
224,[-1 -1 -1 -1 -1 -1 -1 -1  0  0  0 -1 -1  0  0  0]
225,[-1 -1 -1 -1 -1 -1 -1 -1  0  0  0 -1  0 -1 -1 -1]
226,[-1 -1 -1 -1 -1 -1 -1 -1  0  0  0 -1  0 -1 -1  0]
227,[-1 -1 -1 -1 -1 -1 -1 -1  0  0  0 -1  0 -1  0 -1]
228,[-1 -1 -1 -1 -1 -1 -1 -1  0  0  0 -1  0 -1  0  0]
229,[-1 -1 -1 -1 -1 -1 -1 -1  0  0  0 -1  0  0 -1 -1]
230,[-1 -1 -1 -1 -1 -1 -1 -1  0  0  0 -1  0  0 -1  0]
231,[-1 -1 -1 -1 -1 -1 -1 -1  0  0  0 -1  0  0  0 -1]
232,[-1 -1 -1 -1 -1 -1 -1 -1  0  0  0 -1  0  0  0  0]
233,[-1 -1 -1 -1 -1 -1 -1 -1  0  0  0  0 -1 -1 -1 -1]
234,[-1 -1 -1 -1 -1 -1 -1 -1  0  0  0  0 -1 -1 -1  0]
235,[-1 -1 -1 -1 -1 -1 -1 -1  0  0  0  0 -1 -1  0 -1]
236,[-1 -1 -1 -1 -1 -1 -1 -1  0  0  0  0 -1 -1  0  0]
237,[-1 -1 -1 -1 -1 -1 -1 -1  0  0  0  0 -1  0 -1 -1]
238,[-1 -1 -1 -1 -1 -1 -1 -1  0  0  0  0 -1  0 -1  0]
239,[-1 -1 -1 -1 -1 -1 -1 -1  0  0  0  0 -1  0  0 -1]
240,[-1 -1 -1 -1 -1 -1 -1 -1  0  0  0  0 -1  0  0  0]
241,[-1 -1 -1 -1 -1 -1 -1 -1  0  0  0  0  0 -1 -1 -1]
242,[-1 -1 -1 -1 -1 -1 -1 -1  0  0  0  0  0 -1 -1  0]
243,[-1 -1 -1 -1 -1 -1 -1 -1  0  0  0  0  0 -1  0 -1]
244,[-1 -1 -1 -1 -1 -1 -1 -1  0  0  0  0  0 -1  0  0]
245,[-1 -1 -1 -1 -1 -1 -1 -1  0  0  0  0  0  0 -1 -1]
246,[-1 -1 -1 -1 -1 -1 -1 -1  0  0  0  0  0  0 -1  0]
247,[-1 -1 -1 -1 -1 -1 -1 -1  0  0  0  0  0  0  0 -1]
248,[-1 -1 -1 -1 -1 -1 -1 -1  0  0  0  0  0  0  0  0]
249,[-1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1 -1 -1 -1 -1 -1]
250,[-1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1 -1 -1 -1 -1  0]
251,[-1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1 -1 -1 -1  0 -1]
252,[-1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1 -1 -1 -1  0  0]
253,[-1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1 -1 -1  0 -1 -1]
254,[-1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1 -1 -1  0 -1  0]
255,[-1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1 -1 -1  0  0 -1]
256,[-1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1 -1 -1  0  0  0]
257,[-1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1 -1  0 -1 -1 -1]
258,[-1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1 -1  0 -1 -1  0]
259,[-1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1 -1  0 -1  0 -1]
260,[-1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1 -1  0 -1  0  0]
261,[-1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1 -1  0  0 -1 -1]
262,[-1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1 -1  0  0 -1  0]
263,[-1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1 -1  0  0  0 -1]
264,[-1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1 -1  0  0  0  0]
265,[-1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1  0 -1 -1 -1 -1]
266,[-1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1  0 -1 -1 -1  0]
267,[-1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1  0 -1 -1  0 -1]
268,[-1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1  0 -1 -1  0  0]
269,[-1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1  0 -1  0 -1 -1]
270,[-1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1  0 -1  0 -1  0]
271,[-1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1  0 -1  0  0 -1]
272,[-1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1  0 -1  0  0  0]
273,[-1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1  0  0 -1 -1 -1]
274,[-1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1  0  0 -1 -1  0]
275,[-1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1  0  0 -1  0  0]
276,[-1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1  0  0  0 -1 -1]
277,[-1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1  0  0  0 -1  0]
278,[-1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1  0  0  0  0 -1]
279,[-1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1  0  0  0  0  0]
280,[-1 -1 -1 -1 -1 -1 -1  0 -1 -1  0 -1 -1 -1 -1 -1]
281,[-1 -1 -1 -1 -1 -1 -1  0 -1 -1  0 -1 -1 -1 -1  0]
282,[-1 -1 -1 -1 -1 -1 -1  0 -1 -1  0 -1 -1 -1  0 -1]
283,[-1 -1 -1 -1 -1 -1 -1  0 -1 -1  0 -1 -1 -1  0  0]
284,[-1 -1 -1 -1 -1 -1 -1  0 -1 -1  0 -1 -1  0 -1 -1]
285,[-1 -1 -1 -1 -1 -1 -1  0 -1 -1  0 -1 -1  0 -1  0]
286,[-1 -1 -1 -1 -1 -1 -1  0 -1 -1  0 -1 -1  0  0 -1]
287,[-1 -1 -1 -1 -1 -1 -1  0 -1 -1  0 -1  0 -1 -1 -1]
288,[-1 -1 -1 -1 -1 -1 -1  0 -1 -1  0 -1  0 -1 -1  0]
289,[-1 -1 -1 -1 -1 -1 -1  0 -1 -1  0 -1  0 -1  0 -1]
290,[-1 -1 -1 -1 -1 -1 -1  0 -1 -1  0 -1  0  0 -1 -1]
